sr_observed,sr0_expected_max,dsr,skew,kurt,n_trials,n_samples,passed,sharpe_annual
-0.012838394553754,2.1691375607860017,0.0,-11.704092249727246,413.5263113331614,38,4059,False,-0.20380319533535488
