date,equity,cash,position_value
2024-07-01,9501.10420605538,9501.10420605538,0.0
2024-07-02,9501.10420605538,9501.10420605538,0.0
2024-07-03,9501.10420605538,9501.10420605538,0.0
2024-07-04,9501.10420605538,9501.10420605538,0.0
2024-07-05,9501.10420605538,9501.10420605538,0.0
2024-07-08,9501.10420605538,9501.10420605538,0.0
2024-07-09,9501.10420605538,9501.10420605538,0.0
2024-07-10,9501.10420605538,9501.10420605538,0.0
2024-07-11,9501.10420605538,9501.10420605538,0.0
2024-07-12,9501.10420605538,9501.10420605538,0.0
2024-07-15,9501.10420605538,9501.10420605538,0.0
2024-07-16,9501.10420605538,9501.10420605538,0.0
2024-07-17,9501.10420605538,9501.10420605538,0.0
2024-07-18,9501.10420605538,9501.10420605538,0.0
2024-07-19,9501.10420605538,9501.10420605538,0.0
2024-07-22,9501.10420605538,9501.10420605538,0.0
2024-07-23,9501.10420605538,9501.10420605538,0.0
2024-07-24,9501.10420605538,9501.10420605538,0.0
2024-07-25,9501.10420605538,9501.10420605538,0.0
2024-07-26,9501.10420605538,9501.10420605538,0.0
2024-07-29,9501.10420605538,9501.10420605538,0.0
2024-07-30,9501.10420605538,9501.10420605538,0.0
2024-07-31,9501.10420605538,9501.10420605538,0.0
2024-08-01,9501.10420605538,9501.10420605538,0.0
2024-08-02,9501.10420605538,9501.10420605538,0.0
2024-08-05,9501.10420605538,9501.10420605538,0.0
2024-08-06,9501.10420605538,9501.10420605538,0.0
2024-08-07,9501.10420605538,9501.10420605538,0.0
2024-08-08,9501.10420605538,9501.10420605538,0.0
2024-08-09,9501.10420605538,9501.10420605538,0.0
2024-08-12,9501.10420605538,9501.10420605538,0.0
2024-08-13,9501.10420605538,9501.10420605538,0.0
2024-08-14,9501.10420605538,9501.10420605538,0.0
2024-08-15,9501.10420605538,9501.10420605538,0.0
2024-08-16,9501.10420605538,9501.10420605538,0.0
2024-08-19,9501.10420605538,9501.10420605538,0.0
2024-08-20,9501.10420605538,9501.10420605538,0.0
2024-08-21,9501.10420605538,9501.10420605538,0.0
2024-08-22,9501.10420605538,9501.10420605538,0.0
2024-08-23,9501.10420605538,9501.10420605538,0.0
2024-08-26,9501.10420605538,9501.10420605538,0.0
2024-08-27,9501.10420605538,9501.10420605538,0.0
2024-08-28,9501.10420605538,9501.10420605538,0.0
2024-08-29,9501.10420605538,9501.10420605538,0.0
2024-08-30,9501.10420605538,9501.10420605538,0.0
2024-09-02,9501.10420605538,9501.10420605538,0.0
2024-09-03,9501.10420605538,9501.10420605538,0.0
2024-09-04,9501.10420605538,9501.10420605538,0.0
2024-09-05,9501.10420605538,9501.10420605538,0.0
2024-09-06,9501.10420605538,9501.10420605538,0.0
2024-09-09,9501.10420605538,9501.10420605538,0.0
2024-09-10,9501.10420605538,9501.10420605538,0.0
2024-09-11,9501.10420605538,9501.10420605538,0.0
2024-09-12,9501.10420605538,9501.10420605538,0.0
2024-09-13,9501.10420605538,9501.10420605538,0.0
2024-09-18,9501.10420605538,9501.10420605538,0.0
2024-09-19,9501.10420605538,9501.10420605538,0.0
2024-09-20,9501.10420605538,9501.10420605538,0.0
2024-09-23,9501.10420605538,9501.10420605538,0.0
2024-09-24,9501.10420605538,9501.10420605538,0.0
2024-09-25,9501.10420605538,9501.10420605538,0.0
2024-09-26,9501.10420605538,9501.10420605538,0.0
2024-09-27,9501.10420605538,9501.10420605538,0.0
2024-09-30,9501.10420605538,9501.10420605538,0.0
2024-10-08,9501.10420605538,9501.10420605538,0.0
2024-10-09,9501.10420605538,9501.10420605538,0.0
2024-10-10,9501.10420605538,9501.10420605538,0.0
2024-10-11,9501.10420605538,9501.10420605538,0.0
2024-10-14,9501.10420605538,9501.10420605538,0.0
2024-10-15,9501.10420605538,9501.10420605538,0.0
2024-10-16,9501.10420605538,9501.10420605538,0.0
2024-10-17,9501.10420605538,9501.10420605538,0.0
2024-10-18,9501.10420605538,9501.10420605538,0.0
2024-10-21,9501.10420605538,9501.10420605538,0.0
2024-10-22,9501.10420605538,9501.10420605538,0.0
2024-10-23,9501.10420605538,9501.10420605538,0.0
2024-10-24,9501.10420605538,9501.10420605538,0.0
2024-10-25,9501.10420605538,9501.10420605538,0.0
2024-10-28,9501.10420605538,9501.10420605538,0.0
2024-10-29,9501.10420605538,9501.10420605538,0.0
2024-10-30,9501.10420605538,9501.10420605538,0.0
2024-10-31,9501.10420605538,9501.10420605538,0.0
2024-11-01,9501.10420605538,9501.10420605538,0.0
2024-11-04,9501.10420605538,9501.10420605538,0.0
2024-11-05,9501.10420605538,9501.10420605538,0.0
2024-11-06,9501.10420605538,9501.10420605538,0.0
2024-11-07,9501.10420605538,9501.10420605538,0.0
2024-11-08,9501.10420605538,9501.10420605538,0.0
2024-11-11,9501.10420605538,9501.10420605538,0.0
2024-11-12,9501.10420605538,9501.10420605538,0.0
2024-11-13,9501.10420605538,9501.10420605538,0.0
2024-11-14,9501.10420605538,9501.10420605538,0.0
2024-11-15,9501.10420605538,9501.10420605538,0.0
2024-11-18,9501.10420605538,9501.10420605538,0.0
2024-11-19,9501.10420605538,9501.10420605538,0.0
2024-11-20,9501.10420605538,9501.10420605538,0.0
2024-11-21,9501.10420605538,9501.10420605538,0.0
2024-11-22,9501.10420605538,9501.10420605538,0.0
2024-11-25,9501.10420605538,9501.10420605538,0.0
2024-11-26,9501.10420605538,9501.10420605538,0.0
2024-11-27,9501.10420605538,9501.10420605538,0.0
2024-11-28,9501.10420605538,9501.10420605538,0.0
2024-11-29,9501.10420605538,9501.10420605538,0.0
2024-12-02,9501.10420605538,9501.10420605538,0.0
2024-12-03,9501.10420605538,9501.10420605538,0.0
2024-12-04,9501.10420605538,9501.10420605538,0.0
2024-12-05,9501.10420605538,9501.10420605538,0.0
2024-12-06,9501.10420605538,9501.10420605538,0.0
2024-12-09,9501.10420605538,9501.10420605538,0.0
2024-12-10,9501.10420605538,9501.10420605538,0.0
2024-12-11,9501.10420605538,9501.10420605538,0.0
2024-12-12,9501.10420605538,9501.10420605538,0.0
2024-12-13,9501.10420605538,9501.10420605538,0.0
2024-12-16,9501.10420605538,9501.10420605538,0.0
2024-12-17,9501.10420605538,9501.10420605538,0.0
2024-12-18,9501.10420605538,9501.10420605538,0.0
2024-12-19,9501.10420605538,9501.10420605538,0.0
2024-12-20,9501.10420605538,9501.10420605538,0.0
2024-12-23,9501.10420605538,9501.10420605538,0.0
2024-12-24,9501.10420605538,9501.10420605538,0.0
2024-12-25,9501.10420605538,9501.10420605538,0.0
2024-12-26,9501.10420605538,9501.10420605538,0.0
2024-12-27,9501.10420605538,9501.10420605538,0.0
2024-12-30,9501.10420605538,9501.10420605538,0.0
2024-12-31,9501.10420605538,9501.10420605538,0.0
