sr_observed,sr0_expected_max,dsr,skew,kurt,n_trials,n_samples,passed,sharpe_annual
-0.0100090084021824,1.45901407744099,2.4250047582256007e-283,0.1543827448141541,11.26771512614007,8,601,False,-0.15888808261518353
