date,open,high,low,close,volume
2025-06-24,0.364,0.366,0.362,0.365,16042051.0
2025-06-25,0.366,0.369,0.363,0.369,13788382.0
2025-06-26,0.368,0.369,0.364,0.366,13598213.0
2025-06-27,0.365,0.367,0.364,0.365,12545396.0
2025-06-30,0.365,0.369,0.363,0.368,12341209.0
2025-07-01,0.368,0.371,0.368,0.37,9648629.0
2025-07-02,0.371,0.373,0.367,0.368,9281595.0
2025-07-03,0.369,0.371,0.367,0.37,8884092.0
2025-07-04,0.371,0.374,0.37,0.371,13182006.0
2025-07-07,0.372,0.373,0.366,0.367,11080805.0
2025-07-08,0.367,0.37,0.366,0.369,12224160.0
2025-07-09,0.37,0.376,0.367,0.374,19489286.0
2025-07-10,0.372,0.378,0.372,0.375,12501125.0
2025-07-11,0.377,0.384,0.376,0.381,23076079.0
2025-07-14,0.38,0.383,0.379,0.38,11141196.0
2025-07-15,0.381,0.383,0.377,0.381,14611557.0
2025-07-16,0.381,0.384,0.379,0.381,10793129.0
2025-07-17,0.381,0.387,0.38,0.387,17371193.0
2025-07-18,0.388,0.392,0.387,0.391,17165796.0
2025-07-21,0.392,0.392,0.387,0.39,15059095.0
2025-07-22,0.39,0.396,0.389,0.392,15988152.0
2025-07-23,0.392,0.397,0.391,0.393,15731984.0
2025-07-24,0.392,0.404,0.392,0.401,22761683.0
2025-07-25,0.402,0.408,0.4,0.401,23417186.0
2025-07-28,0.405,0.412,0.405,0.41,28187925.0
2025-07-29,0.415,0.424,0.41,0.421,32614342.0
2025-07-30,0.42,0.431,0.418,0.424,33852572.0
2025-07-31,0.422,0.424,0.413,0.416,27405896.0
2025-08-01,0.414,0.421,0.407,0.409,21611189.0
2025-08-04,0.406,0.409,0.4,0.409,20769714.0
2025-08-05,0.41,0.413,0.408,0.411,14175015.0
2025-08-06,0.411,0.415,0.408,0.41,12553293.0
2025-08-07,0.409,0.413,0.405,0.407,12992767.0
2025-08-08,0.406,0.408,0.402,0.406,13048616.0
2025-08-11,0.405,0.41,0.404,0.407,12950526.0
2025-08-12,0.409,0.412,0.405,0.408,12948331.0
2025-08-13,0.409,0.419,0.408,0.418,19073477.0
2025-08-14,0.419,0.423,0.413,0.415,17445359.0
2025-08-15,0.413,0.419,0.413,0.417,13144863.0
2025-08-18,0.418,0.421,0.416,0.418,17689594.0
2025-08-19,0.418,0.426,0.41,0.411,21538508.0
2025-08-20,0.409,0.415,0.407,0.415,14088818.0
2025-08-21,0.416,0.424,0.416,0.42,21427562.0
2025-08-22,0.421,0.424,0.418,0.424,14513236.0
2025-08-25,0.426,0.434,0.424,0.434,21584696.0
2025-08-26,0.433,0.433,0.428,0.429,15108255.0
2025-08-27,0.429,0.433,0.42,0.42,22206608.0
2025-08-28,0.419,0.421,0.409,0.419,21589603.0
2025-08-29,0.419,0.433,0.418,0.431,22199904.0
2025-09-01,0.433,0.448,0.431,0.446,28552722.0
2025-09-02,0.449,0.456,0.442,0.448,23779453.0
2025-09-03,0.447,0.455,0.444,0.447,18896820.0
2025-09-04,0.45,0.45,0.425,0.431,22891327.0
2025-09-05,0.431,0.448,0.429,0.446,19373243.0
2025-09-08,0.447,0.458,0.447,0.456,20982986.0
2025-09-09,0.454,0.459,0.442,0.445,17771972.0
2025-09-10,0.444,0.45,0.44,0.443,12659118.0
2025-09-11,0.435,0.441,0.422,0.44,25368331.0
2025-09-12,0.442,0.445,0.437,0.441,16134086.0
2025-09-15,0.441,0.445,0.439,0.443,12714927.0
2025-09-16,0.442,0.443,0.436,0.441,11959318.0
2025-09-17,0.441,0.446,0.438,0.445,13326728.0
2025-09-18,0.445,0.452,0.439,0.443,18562357.0
2025-09-19,0.443,0.446,0.436,0.439,12430298.0
2025-09-22,0.441,0.448,0.437,0.44,12481386.0
2025-09-23,0.44,0.44,0.426,0.432,15753766.0
2025-09-24,0.431,0.436,0.43,0.435,9486023.0
2025-09-25,0.438,0.444,0.436,0.443,14924221.0
2025-09-26,0.439,0.439,0.433,0.433,11718900.0
2025-09-29,0.432,0.436,0.425,0.435,12884779.0
2025-09-30,0.435,0.446,0.434,0.446,14522228.0
2025-10-09,0.446,0.448,0.438,0.448,21059070.0
2025-10-10,0.445,0.446,0.434,0.437,16652130.0
2025-10-13,0.425,0.429,0.421,0.426,18749972.0
2025-10-14,0.427,0.429,0.413,0.416,21171570.0
2025-10-15,0.416,0.423,0.413,0.422,25757459.0
2025-10-16,0.422,0.429,0.419,0.424,16734247.0
2025-10-17,0.423,0.425,0.414,0.415,17415904.0
2025-10-20,0.416,0.42,0.413,0.414,10863035.0
2025-10-21,0.416,0.42,0.415,0.419,10450443.0
2025-10-22,0.419,0.422,0.415,0.416,8165487.0
2025-10-23,0.415,0.417,0.41,0.416,12474381.0
2025-10-24,0.416,0.421,0.415,0.417,10049667.0
2025-10-27,0.423,0.428,0.42,0.423,15021218.0
2025-10-28,0.421,0.421,0.414,0.416,13291468.0
2025-10-29,0.415,0.42,0.412,0.42,12510757.0
2025-10-30,0.416,0.417,0.407,0.409,25039509.0
2025-10-31,0.409,0.416,0.407,0.413,14559693.0
2025-11-03,0.414,0.415,0.407,0.409,15019720.0
2025-11-04,0.408,0.409,0.399,0.402,16077499.0
2025-11-05,0.399,0.404,0.398,0.402,9104448.0
2025-11-06,0.402,0.404,0.399,0.404,8340934.0
2025-11-07,0.402,0.404,0.4,0.401,8349539.0
2025-11-10,0.402,0.406,0.399,0.405,12674689.0
2025-11-11,0.406,0.407,0.401,0.404,10900967.0
2025-11-12,0.404,0.409,0.403,0.405,13833750.0
2025-11-13,0.405,0.412,0.404,0.411,15832350.0
2025-11-14,0.409,0.413,0.407,0.408,12079832.0
2025-11-17,0.407,0.408,0.399,0.401,17009169.0
2025-11-18,0.401,0.403,0.398,0.399,11735796.0
2025-11-19,0.399,0.4,0.396,0.398,11219411.0
2025-11-20,0.399,0.401,0.394,0.394,11129468.0
2025-11-21,0.392,0.396,0.385,0.387,20914167.0
2025-11-24,0.39,0.393,0.388,0.392,11222957.0
2025-11-25,0.393,0.395,0.391,0.393,9109580.0
2025-11-26,0.394,0.398,0.393,0.394,9709715.0
2025-11-27,0.394,0.395,0.39,0.392,9486211.0
2025-11-28,0.394,0.394,0.389,0.393,7931712.0
2025-12-01,0.392,0.394,0.39,0.393,9661467.0
2025-12-02,0.393,0.394,0.387,0.388,11325865.0
2025-12-03,0.387,0.389,0.385,0.386,9336212.0
2025-12-04,0.386,0.388,0.385,0.387,8131583.0
2025-12-05,0.387,0.39,0.384,0.389,18634391.0
2025-12-08,0.391,0.394,0.389,0.391,10371417.0
2025-12-09,0.391,0.396,0.389,0.391,11710569.0
2025-12-10,0.39,0.393,0.385,0.392,11702633.0
2025-12-11,0.392,0.394,0.389,0.39,10175712.0
2025-12-12,0.39,0.392,0.387,0.391,10144263.0
2025-12-15,0.39,0.39,0.384,0.384,12659130.0
2025-12-16,0.384,0.386,0.377,0.378,13584531.0
2025-12-17,0.378,0.385,0.376,0.383,13102291.0
2025-12-18,0.382,0.386,0.381,0.383,9458211.0
2025-12-19,0.384,0.39,0.382,0.388,10488471.0
2025-12-22,0.388,0.389,0.384,0.387,7838986.0
2025-12-23,0.386,0.388,0.384,0.385,8488963.0
2025-12-24,0.384,0.387,0.383,0.384,7814157.0
2025-12-25,0.384,0.388,0.383,0.388,8986880.0
2025-12-26,0.387,0.388,0.384,0.387,8047720.0
2025-12-29,0.386,0.387,0.383,0.383,9097126.0
2025-12-30,0.383,0.383,0.38,0.381,8343548.0
2025-12-31,0.382,0.384,0.378,0.378,8940055.0
2026-01-05,0.38,0.394,0.379,0.392,21645294.0
2026-01-06,0.393,0.397,0.391,0.396,16478434.0
2026-01-07,0.396,0.401,0.395,0.397,12426170.0
2026-01-08,0.399,0.401,0.397,0.399,12011342.0
2026-01-09,0.399,0.403,0.398,0.403,12240959.0
2026-01-12,0.404,0.407,0.401,0.404,15273384.0
2026-01-13,0.407,0.418,0.407,0.41,26314688.0
2026-01-14,0.411,0.418,0.403,0.407,21424661.0
2026-01-15,0.406,0.41,0.403,0.404,12869005.0
2026-01-16,0.404,0.406,0.398,0.399,13436680.0
