date,open,high,low,close,volume
2025-06-24,3.773,3.827,3.773,3.813,12245549.0
2025-06-25,3.816,3.88,3.812,3.878,17241161.0
2025-06-26,3.872,3.881,3.862,3.863,9379679.0
2025-06-27,3.867,3.89,3.835,3.84,10696914.0
2025-06-30,3.838,3.862,3.833,3.859,10819590.0
2025-07-01,3.857,3.869,3.846,3.865,6406861.0
2025-07-02,3.862,3.876,3.852,3.869,5188835.0
2025-07-03,3.871,3.897,3.868,3.892,6863819.0
2025-07-04,3.888,3.942,3.881,3.909,10525621.0
2025-07-07,3.903,3.909,3.882,3.891,4022514.0
2025-07-08,3.893,3.933,3.89,3.925,6122487.0
2025-07-09,3.925,3.946,3.917,3.922,6476608.0
2025-07-10,3.922,3.967,3.921,3.942,6323877.0
2025-07-11,3.943,4.007,3.942,3.956,12648551.0
2025-07-14,3.955,3.971,3.953,3.955,8205479.0
2025-07-15,3.959,3.981,3.93,3.955,8074813.0
2025-07-16,3.956,3.97,3.933,3.946,4791819.0
2025-07-17,3.946,3.98,3.945,3.979,5978225.0
2025-07-18,3.985,4.013,3.982,4.009,7131296.0
2025-07-21,4.014,4.037,4.011,4.034,7674613.0
2025-07-22,4.036,4.08,4.019,4.078,10821091.0
2025-07-23,4.081,4.111,4.065,4.076,9947315.0
2025-07-24,4.072,4.105,4.067,4.102,8852360.0
2025-07-25,4.102,4.102,4.07,4.08,8200860.0
2025-07-28,4.08,4.1,4.063,4.091,6027713.0
2025-07-29,4.085,4.113,4.069,4.112,8059786.0
2025-07-30,4.104,4.142,4.084,4.109,9502522.0
2025-07-31,4.098,4.098,4.019,4.032,11229126.0
2025-08-01,4.025,4.039,3.995,4.01,6115671.0
2025-08-04,3.999,4.031,3.994,4.029,4355672.0
2025-08-05,4.031,4.062,4.028,4.06,5480681.0
2025-08-06,4.058,4.076,4.053,4.071,4089449.0
2025-08-07,4.073,4.087,4.048,4.07,5339656.0
2025-08-08,4.065,4.078,4.052,4.06,4230624.0
2025-08-11,4.06,4.095,4.06,4.079,6881519.0
2025-08-12,4.077,4.114,4.077,4.105,4824872.0
2025-08-13,4.111,4.149,4.106,4.14,7588408.0
